type,speaker,start,end,text,word,word_position,confidence,overlap_duration
word,SPEAKER_00,15.54,15.72,"Well, I started speech one time, said that we had the potential or the problem of mid-air collisions.",the,13,0.9754495024681091,3.46
word,SPEAKER_00,15.72,16.0,"Well, I started speech one time, said that we had the potential or the problem of mid-air collisions.",problem,14,0.7467517256736755,3.46
word,SPEAKER_00,16.0,16.3,"Well, I started speech one time, said that we had the potential or the problem of mid-air collisions.",of,15,0.9870765805244446,3.46
word,SPEAKER_00,16.3,16.42,"Well, I started speech one time, said that we had the potential or the problem of mid-air collisions.",mid,16,0.9875363707542419,3.46
word,SPEAKER_00,16.42,16.56,"Well, I started speech one time, said that we had the potential or the problem of mid-air collisions.",-air,17,0.9818979501724243,3.46
word,SPEAKER_00,16.56,16.94,"Well, I started speech one time, said that we had the potential or the problem of mid-air collisions.",collisions.,18,0.8690163493156433,3.46
segment,SPEAKER_00,17.12,19.88,"There was since Wilbert turned or Wilbert said, let's build another one.",,,0.6951584748949821,2.76
word,SPEAKER_00,17.12,17.2,"There was since Wilbert turned or Wilbert said, let's build another one.",There,0,0.8770790696144104,2.76
word,SPEAKER_00,17.2,17.34,"There was since Wilbert turned or Wilbert said, let's build another one.",was,1,0.7303646206855774,2.76
word,SPEAKER_00,17.34,17.54,"There was since Wilbert turned or Wilbert said, let's build another one.",since,2,0.2958165109157562,2.76
word,SPEAKER_00,17.54,17.92,"There was since Wilbert turned or Wilbert said, let's build another one.",Wilbert,3,0.6642539799213409,2.76
word,SPEAKER_00,17.92,18.18,"There was since Wilbert turned or Wilbert said, let's build another one.",turned,4,0.4928821623325348,2.76
word,SPEAKER_00,18.18,18.48,"There was since Wilbert turned or Wilbert said, let's build another one.",or,5,0.1745191365480423,2.76
word,SPEAKER_00,18.48,18.74,"There was since Wilbert turned or Wilbert said, let's build another one.",Wilbert,6,0.8316157162189484,2.76
word,SPEAKER_00,18.74,18.92,"There was since Wilbert turned or Wilbert said, let's build another one.","said,",7,0.9691401720046997,2.76
word,SPEAKER_00,19.1,19.16,"There was since Wilbert turned or Wilbert said, let's build another one.",let's,8,0.579367384314537,2.76
word,SPEAKER_00,19.16,19.36,"There was since Wilbert turned or Wilbert said, let's build another one.",build,9,0.9832544922828674,2.76
word,SPEAKER_00,19.36,19.66,"There was since Wilbert turned or Wilbert said, let's build another one.",another,10,0.9298994541168213,2.76
word,SPEAKER_00,19.66,19.88,"There was since Wilbert turned or Wilbert said, let's build another one.",one.,11,0.5428832173347473,2.76
segment,SPEAKER_00,20.78,32.48,"Well, I think that right now being discussed throughout the entire United States,",,,0.8615588888411048,2.717
word,SPEAKER_00,20.78,21.66,"Well, I think that right now being discussed throughout the entire United States,","Well,",0,0.006779094692319632,2.717
word,SPEAKER_00,22.82,23.28,"Well, I think that right now being discussed throughout the entire United States,",I,1,0.9029477834701538,2.717
word,SPEAKER_00,23.28,23.68,"Well, I think that right now being discussed throughout the entire United States,",think,2,0.9602168202400208,2.717
word,SPEAKER_00,23.68,24.66,"Well, I think that right now being discussed throughout the entire United States,",that,3,0.8806014060974121,2.717
word,SPEAKER_00,24.66,24.92,"Well, I think that right now being discussed throughout the entire United States,",right,4,0.9075258374214172,2.717
word,SPEAKER_00,24.92,25.52,"Well, I think that right now being discussed throughout the entire United States,",now,5,0.999457061290741,2.717
word,SPEAKER_00,29.26,29.74,"Well, I think that right now being discussed throughout the entire United States,",being,6,0.7970123887062073,2.717
word,SPEAKER_00,29.74,30.24,"Well, I think that right now being discussed throughout the entire United States,",discussed,7,0.9830543398857117,2.717
word,SPEAKER_00,30.24,30.9,"Well, I think that right now being discussed throughout the entire United States,",throughout,8,0.9971055388450623,2.717
word,SPEAKER_00,30.9,31.16,"Well, I think that right now being discussed throughout the entire United States,",the,9,0.9957976341247559,2.717
word,SPEAKER_00,31.16,31.48,"Well, I think that right now being discussed throughout the entire United States,",entire,10,0.8413203954696655,2.717
word,SPEAKER_00,31.48,31.9,"Well, I think that right now being discussed throughout the entire United States,",United,11,0.9905049204826355,2.717
word,SPEAKER_00,31.9,32.48,"Well, I think that right now being discussed throughout the entire United States,","States,",12,0.9978994131088257,2.717
segment,SPEAKER_00,33.58,45.82,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",,,0.8615588888411048,5.323
word,SPEAKER_00,33.58,33.58,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",I,0,0.9964807629585266,5.323
word,SPEAKER_00,33.58,33.9,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",think,1,0.9952390193939209,5.323
word,SPEAKER_00,33.9,34.08,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",that,2,0.9910401701927185,5.323
word,SPEAKER_00,34.08,34.18,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",it,3,0.9938461184501648,5.323
word,SPEAKER_00,34.18,34.46,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",can't,4,0.992111325263977,5.323
word,SPEAKER_00,34.46,34.74,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",help,5,0.9929392337799072,5.323
word,SPEAKER_00,34.74,35.56,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",but,6,0.7937629818916321,5.323
word,SPEAKER_00,35.56,35.72,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",the,7,0.6200062036514282,5.323
word,SPEAKER_00,35.72,36.18,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",problem,8,0.9467858672142029,5.323
word,SPEAKER_00,36.18,36.58,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",can't,9,0.9850623905658722,5.323
word,SPEAKER_00,36.58,36.8,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",help,10,0.9931443929672241,5.323
word,SPEAKER_00,36.8,36.98,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",but,11,0.9804792404174805,5.323
word,SPEAKER_00,36.98,37.4,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",increase,12,0.9334917664527893,5.323
word,SPEAKER_00,37.4,37.86,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",because,13,0.955542802810669,5.323
word,SPEAKER_00,37.86,38.76,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",our,14,0.9779115319252014,5.323
word,SPEAKER_00,38.76,38.94,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",civil,15,0.6131454110145569,5.323
word,SPEAKER_00,38.94,39.46,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",aviation,16,0.9727209210395813,5.323
word,SPEAKER_00,39.46,40.04,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",fleet,17,0.9462870955467224,5.323
word,SPEAKER_00,40.04,40.68,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",is,18,0.9591681957244873,5.323
word,SPEAKER_00,40.68,41.12,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",projected,19,0.9848147630691528,5.323
word,SPEAKER_00,41.12,41.62,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",to,20,0.9446113705635071,5.323
word,SPEAKER_00,41.62,42.06,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",increase,21,0.9712777137756348,5.323
word,SPEAKER_00,42.06,42.4,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",to,22,0.9765093922615051,5.323
word,SPEAKER_00,42.4,42.86,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",approximately,23,0.9955782294273376,5.323
word,SPEAKER_00,42.86,43.7,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",260,24,0.8957847952842712,5.323
word,SPEAKER_00,43.7,44.3,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",",000",25,0.9851593375205994,5.323
word,SPEAKER_00,44.3,44.64,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",airplanes,26,0.9603521823883057,5.323
word,SPEAKER_00,44.64,44.98,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",in,27,0.7066165208816528,5.323
word,SPEAKER_00,44.98,45.1,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",the,28,0.9959957599639893,5.323
word,SPEAKER_00,45.1,45.16,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",next,29,0.9889146685600281,5.323
word,SPEAKER_00,45.16,45.38,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",10,30,0.8413284420967102,5.323
word,SPEAKER_00,45.38,45.82,"I think that it can't help but the problem can't help but increase because our civil aviation fleet is projected to increase to approximately 260,000 airplanes in the next 10 years.",years.,31,0.999481737613678,5.323
segment,SPEAKER_00,45.82,48.56,"Now, that's doubling the fleet that we have today.",,,0.8309776253891568,2.548
word,SPEAKER_00,45.82,46.36,"Now, that's doubling the fleet that we have today.","Now,",0,0.30163392424583435,2.548
word,SPEAKER_00,46.52,46.72,"Now, that's doubling the fleet that we have today.",that's,1,0.9437827467918396,2.548
word,SPEAKER_00,46.72,47.04,"Now, that's doubling the fleet that we have today.",doubling,2,0.9828912019729614,2.548
word,SPEAKER_00,47.04,47.34,"Now, that's doubling the fleet that we have today.",the,3,0.8920202255249023,2.548
word,SPEAKER_00,47.34,47.56,"Now, that's doubling the fleet that we have today.",fleet,4,0.5399069786071777,2.548
word,SPEAKER_00,47.56,47.76,"Now, that's doubling the fleet that we have today.",that,5,0.9140187501907349,2.548
word,SPEAKER_00,47.76,47.88,"Now, that's doubling the fleet that we have today.",we,6,0.9983319640159607,2.548
word,SPEAKER_00,47.88,48.14,"Now, that's doubling the fleet that we have today.",have,7,0.9969267249107361,2.548
word,SPEAKER_00,48.14,48.56,"Now, that's doubling the fleet that we have today.",today.,8,0.9952959418296814,2.548
segment,SPEAKER_00,49.6,56.56,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.",,,0.8309776253891568,6.355
word,SPEAKER_00,49.6,49.82,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.",Right,0,0.9810665845870972,6.355
word,SPEAKER_00,49.82,50.02,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.","now,",1,0.9977086782455444,6.355
word,SPEAKER_00,50.14,50.14,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.",we,2,0.9937717318534851,6.355
word,SPEAKER_00,50.14,50.56,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.",have,3,0.996623158454895,6.355
word,SPEAKER_00,50.56,51.38,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.",approximately,4,0.5434243083000183,6.355
word,SPEAKER_00,51.38,52.54,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.",120,5,0.9294323921203613,6.355
word,SPEAKER_00,52.54,53.28,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.",to,6,0.5742759704589844,6.355
word,SPEAKER_00,53.28,53.48,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.",130,7,0.9686282277107239,6.355
word,SPEAKER_00,53.48,54.04,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.",",000",8,0.9790692925453186,6.355
word,SPEAKER_00,54.04,54.46,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.",airplanes,9,0.8621470332145691,6.355
word,SPEAKER_00,54.46,54.82,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.",and,10,0.5911923050880432,6.355
word,SPEAKER_00,54.82,55.04,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.",civil,11,0.18326795101165771,6.355
word,SPEAKER_00,55.04,55.46,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.",aviation,12,0.9824895858764648,6.355
word,SPEAKER_00,55.46,56.56,"Right now, we have approximately 120 to 130,000 airplanes and civil aviation fleet.",fleet.,13,0.9934195876121521,6.355
segment,SPEAKER_00,56.88,64.06,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",,,0.8309776253891568,7.175
word,SPEAKER_00,56.88,57.18,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",And,0,0.9512798190116882,7.175
word,SPEAKER_00,57.18,57.3,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",out,1,0.9918169379234314,7.175
word,SPEAKER_00,57.3,57.4,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",of,2,0.9982353448867798,7.175
word,SPEAKER_00,57.4,57.54,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",this,3,0.974481999874115,7.175
word,SPEAKER_00,57.54,58.06,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",130,4,0.9485906362533569,7.175
word,SPEAKER_00,58.06,58.56,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",",000",5,0.9966618716716766,7.175
word,SPEAKER_00,58.56,59.2,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.","aircraft,",6,0.9973725080490112,7.175
word,SPEAKER_00,59.88,60.44,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",approximately,7,0.38897469639778137,7.175
word,SPEAKER_00,60.44,61.2,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",27,8,0.9821391701698303,7.175
word,SPEAKER_00,61.2,61.62,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",to,9,0.8877542018890381,7.175
word,SPEAKER_00,61.62,62.38,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",2800,10,0.8833960592746735,7.175
word,SPEAKER_00,62.38,62.56,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",are,11,0.9527226090431213,7.175
word,SPEAKER_00,62.56,62.86,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",involved,12,0.9736947417259216,7.175
word,SPEAKER_00,62.86,63.14,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",in,13,0.9881568551063538,7.175
word,SPEAKER_00,63.14,63.48,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",commercial,14,0.9911313652992249,7.175
word,SPEAKER_00,63.48,64.06,"And out of this 130,000 aircraft, approximately 27 to 2800 are involved in commercial aviation.",aviation.,15,0.9997106194496155,7.175
segment,SPEAKER_00,65.36,74.1,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",,,0.8309776253891568,5.455
word,SPEAKER_00,65.36,65.78,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.","Now,",0,0.961641252040863,5.455
word,SPEAKER_00,65.78,65.88,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",by,1,0.9931942224502563,5.455
word,SPEAKER_00,65.88,66.08,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",the,2,0.9986855387687683,5.455
word,SPEAKER_00,66.08,66.28,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",year,3,0.9944965243339539,5.455
word,SPEAKER_00,66.28,67.32,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.","1980,",4,0.9874029159545898,5.455
word,SPEAKER_00,69.04,69.24,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",the,5,0.6956525444984436,5.455
word,SPEAKER_00,69.24,69.38,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",expect,6,0.4496236741542816,5.455
word,SPEAKER_00,69.38,69.76,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",civil,7,0.8829566240310669,5.455
word,SPEAKER_00,69.76,70.22,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",aviation,8,0.9978808760643005,5.455
word,SPEAKER_00,70.22,70.58,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",fleet,9,0.5208460092544556,5.455
word,SPEAKER_00,70.58,70.8,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",to,10,0.9659438729286194,5.455
word,SPEAKER_00,70.8,71.2,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",increase,11,0.9835471510887146,5.455
word,SPEAKER_00,71.2,71.5,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",to,12,0.9916852712631226,5.455
word,SPEAKER_00,71.5,72.04,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",approximately,13,0.9959487915039062,5.455
word,SPEAKER_00,72.04,72.9,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",260,14,0.9468287229537964,5.455
word,SPEAKER_00,72.9,73.5,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",",000",15,0.998103141784668,5.455
word,SPEAKER_00,73.5,74.1,"Now, by the year 1980, the expect civil aviation fleet to increase to approximately 260,000 airplanes.",airplanes.,16,0.9396812915802002,5.455
segment,SPEAKER_00,74.1,79.66,"But the commercial transport fleet will only increase to about 3,100 airplanes.",,,0.7608053460279639,5.008
word,SPEAKER_00,74.1,74.9,"But the commercial transport fleet will only increase to about 3,100 airplanes.",But,0,0.08458621054887772,5.008
word,SPEAKER_00,74.9,75.34,"But the commercial transport fleet will only increase to about 3,100 airplanes.",the,1,0.6080518364906311,5.008
word,SPEAKER_00,75.34,76.12,"But the commercial transport fleet will only increase to about 3,100 airplanes.",commercial,2,0.625517725944519,5.008
word,SPEAKER_00,76.12,76.86,"But the commercial transport fleet will only increase to about 3,100 airplanes.",transport,3,0.980301558971405,5.008
word,SPEAKER_00,76.86,77.18,"But the commercial transport fleet will only increase to about 3,100 airplanes.",fleet,4,0.9721487164497375,5.008
word,SPEAKER_00,77.18,77.38,"But the commercial transport fleet will only increase to about 3,100 airplanes.",will,5,0.9641979336738586,5.008
word,SPEAKER_00,77.38,77.64,"But the commercial transport fleet will only increase to about 3,100 airplanes.",only,6,0.99700528383255,5.008
word,SPEAKER_00,77.64,77.96,"But the commercial transport fleet will only increase to about 3,100 airplanes.",increase,7,0.9585361480712891,5.008
word,SPEAKER_00,77.96,78.18,"But the commercial transport fleet will only increase to about 3,100 airplanes.",to,8,0.9795627593994141,5.008
word,SPEAKER_00,78.18,78.42,"But the commercial transport fleet will only increase to about 3,100 airplanes.",about,9,0.9887439012527466,5.008
word,SPEAKER_00,78.42,78.6,"But the commercial transport fleet will only increase to about 3,100 airplanes.",3,10,0.7651612758636475,5.008
word,SPEAKER_00,78.6,79.12,"But the commercial transport fleet will only increase to about 3,100 airplanes.",",100",11,0.7833652496337891,5.008
word,SPEAKER_00,79.12,79.66,"But the commercial transport fleet will only increase to about 3,100 airplanes.",airplanes.,12,0.2640572190284729,5.008
segment,SPEAKER_01,80.82,85.9,"So the size of those, they loads that they can carry will be much greater, will they not?",,,0.7608053460279639,3.687
word,SPEAKER_01,80.82,80.92,"So the size of those, they loads that they can carry will be much greater, will they not?",So,0,0.4646446406841278,3.687
word,SPEAKER_01,80.92,81.08,"So the size of those, they loads that they can carry will be much greater, will they not?",the,1,0.8706309199333191,3.687
word,SPEAKER_01,81.08,81.46,"So the size of those, they loads that they can carry will be much greater, will they not?",size,2,0.994629442691803,3.687
word,SPEAKER_01,81.46,81.68,"So the size of those, they loads that they can carry will be much greater, will they not?",of,3,0.9839631915092468,3.687
word,SPEAKER_01,81.68,82.4,"So the size of those, they loads that they can carry will be much greater, will they not?","those,",4,0.9879030585289001,3.687
word,SPEAKER_01,82.64,82.86,"So the size of those, they loads that they can carry will be much greater, will they not?",they,5,0.8414523005485535,3.687
word,SPEAKER_01,82.86,83.16,"So the size of those, they loads that they can carry will be much greater, will they not?",loads,6,0.3696092963218689,3.687
word,SPEAKER_01,83.16,83.34,"So the size of those, they loads that they can carry will be much greater, will they not?",that,7,0.8205434083938599,3.687
word,SPEAKER_01,83.34,83.48,"So the size of those, they loads that they can carry will be much greater, will they not?",they,8,0.9960209727287292,3.687
word,SPEAKER_01,83.48,83.68,"So the size of those, they loads that they can carry will be much greater, will they not?",can,9,0.9654580354690552,3.687
word,SPEAKER_01,83.68,83.96,"So the size of those, they loads that they can carry will be much greater, will they not?",carry,10,0.9973148703575134,3.687
word,SPEAKER_01,83.96,84.22,"So the size of those, they loads that they can carry will be much greater, will they not?",will,11,0.8989955186843872,3.687
word,SPEAKER_01,84.22,84.72,"So the size of those, they loads that they can carry will be much greater, will they not?",be,12,0.9939221143722534,3.687
word,SPEAKER_01,84.72,85.08,"So the size of those, they loads that they can carry will be much greater, will they not?",much,13,0.9863155484199524,3.687
word,SPEAKER_01,85.08,85.36,"So the size of those, they loads that they can carry will be much greater, will they not?","greater,",14,0.9973317384719849,3.687
